KATALOGVERSION_ID	MDC_CODE	BASISDRG_NAME	BASISDRG_CODE
2003	5	Koronare Bypass-Operation mit invasiver kardiologischer Diagnostik	F05
2003	5	Koronare Bypass-Operation ohne invasive kardiologische Diagnostik	F06
2003	5	Andere kardiothorakale oder Gefäßeingriffe mit Herz-Lungen-Maschine	F07
2003	5	Große rekonstruktive Gefäßeingriffe ohne Herz-Lungen-Maschine	F08
2003	5	Andere kardiothorakale Eingriffe ohne Herz-Lungen-Maschine	F09
2003	5	Perkutane Koronarangioplastie bei akutem Myokardinfarkt	F10
2003	5	Amputation bei Kreislauferkrankungen außer obere Extremität und Zehen	F11
2003	5	Implantation eines Herzschrittmachers	F12
2003	5	Amputation an oberer Extremität und Zehen bei Kreislauferkrankungen	F13
2003	5	Gefäßeingriffe außer große rekonstruktive Eingriffe ohne Herz-Lungen-Maschine	F14
2003	5	Perkutane Koronarangioplastie außer bei akutem Myokardinfarkt mit Stentimplantation	F15
2003	5	Perkutane Koronarangioplastie außer bei akutem Myokardinfarkt ohne Stentimplantation	F16
2003	5	Wechsel eines Herzschrittmachers	F17
2003	5	Revision eines Herzschrittmachers ohne Aggregatwechsel	F18
2003	5	Andere perkutan-transluminale Intervention am Herzen	F19
2003	5	Unterbindung und Stripping von Venen	F20
2003	5	Andere OR-Prozeduren am Kreislaufsystem	F21
2003	5	Kreislaufkrankheit mit maschineller Beatmung	F40
2003	5	Kreislauferkrankungen mit akutem Myokardinfarkt, mit invasiver kardiologischer Diagnostik	F41
2003	5	Kreislauferkrankungen ohne akuten Myokardinfarkt, mit invasiver kardiologischer Diagnostik	F42
2003	5	Kreislauferkrankungen mit akutem Myokardinfarkt, ohne invasive kardiologische Diagnostik	F60
2003	5	Infektiöse Endokarditis	F61
2003	5	Herzinsuffizienz und Schock	F62
2003	5	Venenthrombose	F63
2003	5	Hautulkus bei Kreislauferkrankungen	F64
2003	5	Periphere Gefäßkrankheiten	F65
2003	5	Koronararteriosklerose	F66
2003	5	Hypertonie	F67
2003	5	Angeborene Herzkrankheit	F68
2003	5	Herzklappenerkrankungen	F69
2003	5	Schwere Arrhythmie und Herzstillstand	F70
2003	5	Nicht schwere kardiale Arrhythmie und Erregungsleitungsstörungen	F71
2003	5	Instabile Angina pectoris	F72
2003	5	Synkope und Kollaps	F73
2003	5	Thoraxschmerz	F74
2003	5	Andere Krankheiten des Kreislaufsystems	F75
2003	6	Rektumresektion	G01
2003	6	Große Eingriffe an Dünn- und Dickdarm	G02
2003	6	Eingriffe an Magen, Ösophagus und Duodenum	G03
2003	6	Adhäsiolyse am Peritoneum, Alter	G04
2003	6	Kleine Eingriffe an Dünn- und Dickdarm	G05
2003	6	Pyloromyotomie	G06
2003	6	Appendektomie	G07
2003	6	Eingriffe bei Bauchwandhernien, Nabelhernien und anderen Hernien, Alter > 0 Jahre	G08
2003	6	Eingriffe bei Leisten- und Schenkelhernien, Alter > 0 Jahre	G09
2003	6	Eingriffe bei Hernien, Alter < 1 Jahr	G10
2003	6	Eingriffe an Anus und Enterostoma	G11
2003	6	Andere OR-Prozeduren an den Verdauungsorganen	G12
2003	6	Komplexe therapeutische Gastroskopie bei schweren Krankheiten der Verdauungsorgane	G40
2003	6	Komplexe therapeutische Gastroskopie bei nicht schweren Krankheiten der Verdauungsorgane	G41
2003	6	Andere Gastroskopie bei schweren Krankheiten der Verdauungsorgane	G42
2003	6	Komplexe therapeutische Koloskopie	G43
2003	6	Andere Koloskopie	G44
2003	6	Andere Gastroskopie bei nicht schweren Krankheiten der Verdauungsorgane	G45
2003	6	Bösartige Neubildung der Verdauungsorgane	G60
2003	6	Gastrointestinale Blutung, Alter < 65 Jahre	G61
2003	6	Kompliziertes peptisches Ulkus	G62
2003	6	Unkompliziertes peptisches Ulkus	G63
2003	6	Entzündliche Darmerkrankung	G64
2003	6	Obstruktion des Verdauungstraktes	G65
2003	6	Abdominalschmerz oder mesenteriale Lymphadenitis	G66
2003	6	Ösophagitis, Gastroenteritis und verschiedene Erkrankungen der Verdauungsorgane, Alter > 9 Jahre	G67
2003	6	Gastroenteritis, Alter < 10 Jahre	G68
2003	6	Ösophagitis und verschiedene Erkrankungen der Verdauungsorgane, Alter < 10 Jahre	G69
2003	6	Andere Krankheiten der Verdauungsorgane	G70
2003	7	Eingriffe an Pankreas und Leber und portosystemische Shunt-Operationen	H01
2003	7	Große Eingriffe an Gallenblase und Gallenwegen	H02
2003	7	Cholezystektomie mit endoskopischem Gallenwegseingriff	H03
2003	7	Cholezystektomie ohne endoskopischen Gallenwegseingriff	H04
2003	7	Diagnostische Eingriffe am hepatobiliären System	H05
2003	7	Andere OR-Prozeduren an hepatobiliärem System und Pankreas	H06
2003	7	Endoskopische Eingriffe bei Ösophagusvarizenblutung	H40
2003	7	Komplexe therapeutische ERCP	H41
2003	7	Andere therapeutische ERCP	H42
2003	7	Leberzirrhose und alkoholische Hepatitis	H60
2003	7	Bösartige Neubildung an hepatobiliärem System und Pankreas, Alter	H61
2003	7	Erkrankungen des Pankreas außer bösartige Neubildung	H62
2003	7	Erkrankungen der Leber außer bösartige Neubildung, Leberzirrhose oder alkoholische Hepatitis	H63
2003	7	Erkrankungen von Gallenblase und Gallenwegen	H64
2003	8	Beidseitige Eingriffe oder mehrere große Eingriffe an Gelenken der unteren Extremität	I01
2003	8	Mikrovaskulärer Gewebetransfer oder Hauttranplantierung, ausgenommen Hand	I02
2003	8	Hüftrevision	I03
2003	8	Ersatz des Kniegelenkes und Replantation am Kniegelenk	I04
2003	8	Anderer großer Gelenkersatz und Replantation an den Extremitäten	I05
2003	8	Wirbelkörperfusion bei Wirbelsäulendeformität	I06
2003	8	Amputation	I07
2003	8	Andere Eingriffe an Hüftgelenk und Femur	I08
2003	8	Wirbelkörperfusion	I09
2003	8	Andere Eingriffe an der Wirbelsäule	I10
2003	8	Eingriffe zur Verlängerung einer Extremität	I11
2003	8	Knochen- und Gelenkinfektion/-entzündung mit verschiedenen Eingriffen an Muskel-Skelett-System und Bindegewebe	I12
2003	8	Eingriffe an Humerus, Tibia, Fibula und Sprunggelenk	I13
2003	8	Revision eines Amputationsstumpfes	I14
2003	8	Operationen am Hirn- und Gesichtsschädel	I15
2003	8	Andere Eingriffe am Schultergelenk	I16
2003	8	Operationen am Gesichtsschädel	I17
2003	8	Eingriffe am Kniegelenk	I18
2003	8	Andere Eingriffe an Ellenbogengelenk oder Unterarm	I19
2003	8	Eingriffe am Fuß	I20
2003	8	Lokale Exzision und Entfernung von Osteosynthesematerial an Hüftgelenk und Femur	I21
2003	8	Große Eingriffe an Handgelenk, Hand und Daumen	I22
2003	8	Lokale Exzision und Entfernung von Osteosynthesematerial außer an Hüftgelenk und Femur	I23
2003	8	Arthroskopie einschließlich Biopsie	I24
2003	8	Diagnostische Eingriffe an Knochen und Gelenken einschließlich Biopsie	I25
2003	8	Andere Eingriffe an Handgelenk und Hand	I26
2003	8	Eingriffe am Weichteilgewebe	I27
2003	8	Andere Eingriffe am Bindegewebe	I28
2003	8	Frakturen am Femurschaft und offene Frakturen an den Femurkondylen	I60
2003	8	Andere Frakturen am Femur	I61
2003	8	Frakturen an Becken und Schenkelhals	I62
2003	8	Verstauchung, Zerrung und Luxation an Hüftgelenk, Becken und Oberschenkel	I63
2003	8	Osteomyelitis, Alter < 65 Jahre	I64
2003	8	Bösartige Neubildung des Bindegewebes einschließlich pathologische Fraktur, Alter	I65
2003	8	Andere Erkrankungen des Bindegewebes, Alter < 65 Jahre	I66
2003	8	Septische Arthritis	I67
2003	8	Nicht operativ behandelte Erkrankungen und Verletzungen im Wirbelsäulenbereich	I68
2003	8	Knochenkrankheiten und spezifische Arthropathien, Alter	I69
2003	8	Unspezifische Arthropathien	I70
2003	8	Muskel- und Sehnenerkrankungen, Alter	I71
2003	8	Entzündung von Sehnen, Muskeln und Schleimbeuteln, Alter < 80 Jahre	I72
2003	8	Nachbehandlung bei Erkrankungen des Bindegewebes, Alter	I73
2003	8	Verletzung an Unterarm, Handgelenk, Hand oder Fuß, Alter	I74
2003	8	Verletzung an Schultergelenk, Arm, Ellenbogengelenk, Kniegelenk, Bein oder Sprunggelenk, Alter	I75
2003	8	Andere Erkrankungen des Bindegewebes, Alter	I76
2003	9	Gewebetransplantation mit mikrovaskulärer Anastomosierung bei Erkrankung der Haut, Unterhaut und Mamma	J01
2003	9	Hauttransplantation/Lappenplastik an der unteren Extremität bei Ulkus oder Infektion/Entzündung der Unterhaut	J02
2003	9	Hauttransplantation/Lappenplastik an der unteren Extremität außer bei Ulkus oder Infektion/Entzündung der Unterhaut	J03
2003	9	Eingriffe an der Haut der unteren Extremität ohne Transplantation oder Lappenplastik bei Ulkus oder Infektion/Entzündung der Unterhaut	J04
2003	9	Andere OR-Prozeduren an der Haut der unteren Extremität ohne Transplantation oder Lappenplastik außer bei Ulkus oder Infektion/Entzündung der Unterhaut	J05
2003	9	Große Eingriffe bei	J06
2003	9	Kleine Eingriffe bei	J07
2003	9	Andere Hauttransplantation und/oder Debridement	J08
2003	9	Eingriffe bei Sinus pilonidalis und perianal	J09
2003	9	Plastische Operationen an Haut, Unterhaut und Mamma	J10
2003	9	Andere Eingriffe an Haut, Unterhaut und Mamma	J11
2003	9	Hautulkus, Alter	J60
2003	9	Schwere Erkrankungen der Haut	J61
2003	9	Bösartige Neubildungen der Mamma, Alter	J62
2003	9	Erkrankungen der Mamma außer bösartige Neubildung	J63
2003	9	Infektion/Entzündung der Haut und Unterhaut, Alter > 59 Jahre	J64
2003	9	Verletzung der Haut, Unterhaut und Mamma, Alter	J65
2003	9	Mäßig schwere Erkrankungen der Haut	J66
2003	9	Leichte Erkrankungen der Haut	J67
2003	10	Diabetischer Fuß	K01
2003	10	Eingriffe an der Hypophyse	K02
2003	10	Eingriffe an der Nebenniere	K03
2003	10	Große Eingriffe bei Adipositas	K04
2003	10	Eingriffe an der Nebenschilddrüse	K05
2003	10	Eingriffe an der Schilddrüse	K06
2003	10	Eingriffe bei Adipositas	K07
2003	10	Eingriffe am Ductus thyreoglossus	K08
2003	10	Andere OR-Prozeduren bei endokrinen, Ernährungs- und Stoffwechselstörungen	K09
2003	10	Endoskopische oder diagnostische Eingriffe bei Stoffwechselerkrankungen ohne CC	K40
2003	10	Diabetes mellitus	K60
2003	10	Schwere Ernährungsstörungen	K61
2003	10	Verschiedene Stoffwechselerkrankungen	K62
2003	10	Angeborene Stoffwechselstörungen	K63
2003	10	Endokrinopathien	K64
2003	11	Nierentransplantation	L01
2003	11	Operatives Einbringen eines Peritonealdialysekatheters	L02
2003	11	Nieren-, Ureter- und große Harnblasen-Eingriffe bei Neubildung	L03
2003	11	Nieren-, Ureter- und große Harnblasen-Eingriffe außer bei Neubildung	L04
2003	11	Transurethrale Prostataresektion	L05
2003	11	Kleine Eingriffe an der Harnblase	L06
2003	11	Transurethrale Eingriffe außer Prostataresektion	L07
2003	11	Eingriffe an der Urethra	L08
2003	11	Andere Eingriffe bei Erkrankungen der Harnorgane	L09
2003	11	Ureteroskopie	L40
2003	11	Urethrozystoskopie ohne CC	L41
2003	11	Extrakorporale Stoßwellenlithotripsie (ESWL) bei Harnsteinen	L42
2003	11	Niereninsuffizienz	L60
2003	11	Stationäre Aufnahme zur Dialyse	L61
2003	11	Neubildungen der Harnorgane	L62
2003	11	Infektionen der Harnorgane, Alter	L63
2003	11	Harnsteine und Harnwegsobstruktion	L64
2003	11	Beschwerden und Symptome der Harnorgane	L65
2003	11	Urethrastriktur	L66
2003	11	Andere Krankheiten der Harnorgane	L67
2003	12	Große Eingriffe an den Beckenorganen beim Mann	M01
2003	12	Transurethrale Prostataresektion	M02
2003	12	Eingriffe am Penis	M03
2003	12	Eingriffe am Hoden	M04
2003	12	Zirkumzision	M05
2003	12	Andere OR-Prozeduren an den männlichen Geschlechtsorganen	M06
2003	12	Urethrozystoskopie ohne CC	M40
2003	12	Bösartige Neubildungen der männlichen Geschlechtsorgane	M60
2003	12	Benigne Prostatahyperplasie	M61
2003	12	Infektion/Entzündung der männlichen Geschlechtsorgane	M62
2003	12	Sterilisation beim Mann	M63
2003	12	Andere Krankheiten der männlichen Geschlechtsorgane	M64
2003	13	Beckeneviszeration bei der Frau und radikale Vulvektomie	N01
2003	13	Eingriffe an Uterus und Adnexen bei bösartiger Neubildung der Ovarien oder Adnexe	N02
2003	13	Eingriffe an Uterus und Adnexen bei bösartiger Neubildung anderer Organe	N03
2003	13	Hysterektomie außer bei bösartiger Neubildung	N04
2003	13	Ovariektomien und komplexe Eingriffe an den Tubae uterinae außer bei bösartiger Neubildung	N05
2003	13	Rekonstruktive Eingriffe an den weiblichen Geschlechtsorganen	N06
2003	13	Andere Eingriffe an Uterus und Adnexen außer bei bösartiger Neubildung	N07
2003	13	Endoskopische Eingriffe an den weiblichen Geschlechtsorganen	N08
2003	13	Konisation und Eingriffe an Vagina, Zervix und Vulva	N09
2003	13	Diagnostische Kürettage oder diagnostische Hysteroskopie	N10
2003	13	Andere OR-Prozeduren an den weiblichen Geschlechtsorganen, Alter	N11
2003	13	Bösartige Neubildung der weiblichen Geschlechtsorgane	N60
2003	13	Infektion/Entzündung der weiblichen Geschlechtsorgane	N61
2003	13	Menstruationsstörungen und andere Erkrankungen der weiblichen Geschlechtsorgane	N62
2003	14	Sectio caesarea	O01
2003	14	Vaginale Entbindung mit komplizierender OR-Prozedur	O02
2003	14	Extrauteringravidität	O03
2003	14	Stationäre Aufnahme nach Entbindung oder Abort mit OR-Prozedur	O04
2003	14	Abort mit Dilatation und Kürettage, Aspirationskürettage oder Hysterotomie	O40
2003	14	Vaginale Entbindung	O60
2003	14	Stationäre Aufnahme nach Entbindung oder Abort ohne OR-Prozedur	O61
2003	14	Drohender Abort	O62
2003	14	Abort ohne Dilatation und Kürettage, Aspirationskürettage oder Hysterotomie	O63
2003	14	Frustrane Wehen	O64
2003	14	Andere vorgeburtliche stationäre Aufnahme mit	O65
2003	15	Neugeborenes, verstorben oder verlegt < 5 Tage nach Aufnahme mit signifikanter OR-Prozedur	P01
2003	15	Kardiothorakale oder Gefäßeingriffe bei Neugeborenen	P02
2003	15	Neugeborenes, Aufnahmegewicht 1000 - 1499 g mit signifikanter OR-Prozedur oder Langzeitbeatmung	P03
2003	15	Neugeborenes, Aufnahmegewicht 1500 - 1999 g mit signifikanter OR-Prozedur oder Langzeitbeatmung	P04
2003	15	Neugeborenes, Aufnahmegewicht 2000 - 2499 g mit signifikanter OR-Prozedur oder Langzeitbeatmung	P05
2003	15	Neugeborenes, Aufnahmegewicht > 2499 g mit signifikanter OR-Prozedur oder Langzeitbeatmung	P06
2003	15	Neugeborenes, verstorben oder verlegt < 5 Tage nach Aufnahme ohne signifikante OR-Prozedur	P60
2003	15	Neugeborenes, Aufnahmegewicht < 750 g	P61
2003	15	Neugeborenes, Aufnahmegewicht 750 - 999 g	P62
2003	15	Neugeborenes, Aufnahmegewicht 1000 - 1249 g ohne signifikante OR-Prozedur	P63
2003	15	Neugeborenes, Aufnahmegewicht 1250 - 1499 g ohne signifikante OR-Prozedur	P64
2003	15	Neugeborenes, Aufnahmegewicht 1500 - 1999 g ohne signifikante OR-Prozedur	P65
2003	15	Neugeborenes, Aufnahmegewicht 2000 - 2499 g ohne signifikante OR-Prozedur	P66
2003	15	Neugeborenes, Aufnahmegewicht > 2499 g ohne signifikante OR-Prozedur	P67
2003	16	Splenektomie	Q01
2003	16	Andere OR-Prozeduren bei Krankheiten des Blutes und der blutbildenden Organe	Q02
2003	16	Erkrankungen des retikuloendothelialen und Immunsystems	Q60
2003	16	Erkrankungen der Erythrozyten	Q61
2003	16	Gerinnungsstörungen, Alter	Q62
2003	17	Lymphom und Leukämie mit großen OR-Prozeduren	R01
2003	17	Andere hämatologische und solide Neubildungen mit großen OR-Prozeduren	R02
2003	17	Lymphom und Leukämie mit anderen OR-Prozeduren	R03
2003	17	Andere hämatologische und solide Neubildungen mit anderen OR-Prozeduren	R04
2003	17	Akute Leukämie	R60
2003	17	Lymphom und nichtakute Leukämie	R61
2003	17	Andere hämatologische und solide Neubildungen	R62
2003	17	Stationäre Aufnahme zur Chemotherapie	R63
2003	17	Stationäre Aufnahme zur Strahlentherapie	R64
2003	18	HIV-Krankheit, ein Belegungstag	S60
2003	18	Erkrankung des ZNS bei HIV-Krankheit	S61
2003	18	Bösartige Neubildung bei HIV-Krankheit	S62
2003	18	Infektion bei HIV-Krankheit	S63
2003	18	Andere HIV-Krankheit	S64
2003	18	OR-Prozedur bei infektiösen und parasitären Krankheiten	T01
2003	18	Sepsis	T60
2003	18	Postoperative und posttraumatische Infektionen	T61
2003	18	Fieber unbekannter Ursache	T62
2003	18	Virale Erkrankung, Alter	T63
2003	18	Andere infektiöse und parasitäre Krankheiten	T64
2003	19	Psychiatrische Behandlung, ein Belegungstag, mit Elektrokrampftherapie (EKT)	U40
2003	19	Psychiatrische Behandlung, ein Belegungstag, ohne Elektrokrampftherapie (EKT)	U60
2003	19	Schizophrene Störungen	U61
2003	19	Wahnhafte und akut psychotische Störungen	U62
2003	19	Schwere affektive Störungen	U63
2003	19	Andere affektive und somatoforme Störungen	U64
2003	19	Angststörungen	U65
2003	19	Ess- und Zwangsstörungen	U66
2003	19	Persönlichkeitsstörungen und akute psychische Reaktionen	U67
2003	19	Psychische Störungen in der Kindheit	U68
2003	20	Alkoholintoxikation und -entzug	V60
2003	20	Drogenintoxikation und -entzug	V61
2003	20	Störungen durch Alkoholmissbrauch und Alkoholabhängigkeit	V62
2003	20	Störungen durch Opioidgebrauch und Opioidabhängigkeit	V63
2003	20	Störungen durch anderen Drogengebrauch und Medikamentenmissbrauch und andere Drogen- und Medikamentenabhängigkeit	V64
2003	21	Polytrauma mit maschineller Beatmung oder Kraniotomie	W01
2003	21	Polytrauma mit Eingriffen an Hüftgelenk, Femur und Extremitäten einschließlich Implantation	W02
2003	21	Polytrauma mit abdominellen Eingriffen	W03
2003	21	Polytrauma mit anderen OR-Prozeduren	W04
2003	21	Polytrauma, verstorben oder in eine andere Akutbehandlungseinrichtung verlegt < 5 Tage nach Aufnahme	W60
2003	21	Polytrauma ohne signifikante Eingriffe	W61
2003	21	Gewebetransplantation mit mikrovaskulärer Anastomosierung oder Hauttransplantationen bei Verletzungen der unteren Extremität	X01
2003	21	Gewebetransplantation mit mikrovaskulärer Anastomosierung oder Hauttransplantationen bei Verletzungen der Hand	X02
2003	21	Gewebetransplantation mit mikrovaskulärer Anastomosierung oder Hauttransplantationen bei anderen Verletzungen	X03
2003	21	Andere Eingriffe bei Verletzungen der unteren Extremität, Alter	X04
2003	21	Andere Eingriffe bei Verletzungen der Hand	X05
2003	21	Andere Eingriffe bei anderen Verletzungen	X06
2003	21	Verletzungen, Alter	X60
2003	21	Allergische Reaktionen	X61
2003	21	Vergiftungen/Toxische Wirkungen von Drogen, Medikamenten und anderen Substanzen, Alter	X62
2003	21	Folgen einer medizinischen Behandlung	X63
2003	21	Andere Krankheit, verursacht durch Verletzung, Vergiftung oder toxische Wirkung, Alter	X64
2003	22	Schwere Verbrennungen 3. Grades	Y01
2003	22	Andere Verbrennungen mit Hauttransplantation, Alter	Y02
2003	22	Andere Verbrennungen mit anderen Eingriffen	Y03
2003	22	Verbrennungen, in eine andere Akutbehandlungseinrichtung verlegt < 5 Tage nach Aufnahme	Y60
2003	22	Schwere Verbrennungen	Y61
2003	22	Andere Verbrennungen, Alter	Y62
2003	23	OR-Prozeduren bei anderen Zuständen, die zur Inanspruchnahme des Gesundheitswesens führen	Z01
2003	23	Nachbehandlung mit Endoskopie nach abgeschlossener Behandlung	Z40
2003	23	Rehabilitation	Z60
2003	23	Beschwerden und Symptome	Z61
2003	23	Nachbehandlung ohne Endoskopie nach abgeschlossener Behandlung	Z62
2003	23	Andere Nachbehandlung	Z63
2003	23	Andere Faktoren, die den Gesundheitszustand beeinflussen, Alter	Z64
2003	23	Multiple, andere und nicht näher bezeichnete angeborene Anomalien	Z65
2004	FE	Ausgedehnte OR-Prozedur ohne Bezug zur Hauptdiagnose	901
2004	FE	Nicht ausgedehnte OR-Prozedur ohne Bezug zur Hauptdiagnose	902
2004	FE	OR-Prozedur an der Prostata ohne Bezug zur Hauptdiagnose	903
2004	FE	Nicht gruppierbar	960
2004	FE	Unzulässige Hauptdiagnose	961
2004	FE	Unzulässige geburtshilfliche Diagnosekombination	962
2004	FE	Neonatale Diagnose unvereinbar mit Alter oder Gewicht	963
2004	PR	Lebertransplantation	A01
2004	PR	Transplantation von Niere und Pankreas	A02
2004	PR	Lungentransplantation	A03
2004	PR	Knochenmarktransplantation / Stammzelltransfusion, allogen, HLA	A04
2004	PR	Herztransplantation	A05
2004	PR	Langzeitbeatmung > 1799 Stunden	A06
2004	PR	Langzeitbeatmung > 1199 und < 1800 Stunden	A07
2004	PR	Langzeitbeatmung > 959 und < 1200 Stunden	A08
2004	PR	Langzeitbeatmung > 719 und < 960 Stunden	A09
2004	PR	Langzeitbeatmung > 479 und < 720 Stunden	A10
2004	PR	Langzeitbeatmung > 263 und < 480 Stunden, Alter	A11
2004	PR	Langzeitbeatmung > 143 und < 264 Stunden	A12
2004	PR	Langzeitbeatmung > 95 und < 144 Stunden	A13
2004	PR	Beatmung, Alter < 16 Jahre	A14
