KATALOGVERSION_ID	MDC_CODE	BASISDRG_CODE	DRG_ID	DRG_NAME	DRG_CODE	DRG_PARTITION
2003	1	B70	2003_B70C	Apoplexie ohne andere CC	B70C	M
2003	1	B70	2003_B70D	Apoplexie, verstorben oder verlegt < 5 Tage nach Aufnahme	B70D	M
2003	1	B71	2003_B71A	Erkrankungen an Hirnnerven und peripheren Nerven mit CC	B71A	M
2003	1	B71	2003_B71B	Erkrankungen an Hirnnerven und peripheren Nerven ohne CC	B71B	M
2003	1	B72	2003_B72Z	Infektion des Nervensystems außer Virusmeningitis	B72Z	M
2003	1	B73	2003_B73Z	Virusmeningitis	B73Z	M
2003	1	B74	2003_B74Z	Stupor und Koma, nicht traumatisch bedingt	B74Z	M
2003	1	B75	2003_B75Z	Fieberkrämpfe	B75Z	M
2003	1	B76	2003_B76A	Anfälle, Alter < 3 Jahre oder mit äußerst schweren oder schweren CC	B76A	M
2003	1	B76	2003_B76B	Anfälle, Alter > 2 Jahre ohne äußerst schwere oder schwere CC	B76B	M
2003	1	B77	2003_B77Z	Kopfschmerzen	B77Z	M
2003	1	B78	2003_B78Z	Intrakranielle Verletzung	B78Z	M
2003	1	B79	2003_B79Z	Schädelfrakturen	B79Z	M
2003	1	B80	2003_B80Z	Andere Kopfverletzungen	B80Z	M
2003	1	B81	2003_B81A	Andere Erkrankungen des Nervensystems mit äußerst schweren oder schweren CC	B81A	M
2003	1	B81	2003_B81B	Andere Erkrankungen des Nervensystems ohne äußerst schwere oder schwere CC	B81B	M
2003	2	C01	2003_C01Z	Eingriffe bei penetrierenden Augenverletzungen	C01Z	O
2003	2	C02	2003_C02Z	Enukleationen und Eingriffe an der Orbita	C02Z	O
2003	2	C03	2003_C03Z	Eingriffe an der Retina	C03Z	O
2003	2	C04	2003_C04Z	Große Eingriffe an Kornea, Sklera und Konjunktiva	C04Z	O
2003	2	C05	2003_C05Z	Dakryozystorhinostomie	C05Z	O
2003	2	C06	2003_C06Z	Komplexe Eingriffe bei Glaukom	C06Z	O
2003	2	C07	2003_C07Z	Andere Eingriffe bei Glaukom	C07Z	O
2003	2	C08	2003_C08Z	Große Eingriffe an der Linse	C08Z	O
2003	2	C09	2003_C09Z	Andere Eingriffe an der Linse	C09Z	O
2003	2	C10	2003_C10Z	Eingriffe bei Strabismus	C10Z	O
2003	2	C11	2003_C11Z	Eingriffe am Augenlid	C11Z	O
2003	2	C12	2003_C12Z	Andere Eingriffe an Kornea, Sklera und Konjunktiva	C12Z	O
2003	2	C13	2003_C13Z	Eingriffe an Tränendrüse und Tränenwegen	C13Z	O
2003	2	C14	2003_C14Z	Andere Eingriffe am Auge	C14Z	O
2003	2	C60	2003_C60A	Akute und schwere Augeninfektionen, Alter > 54 Jahre	C60A	M
2003	2	C60	2003_C60B	Akute und schwere Augeninfektionen, Alter < 55 Jahre	C60B	M
2003	2	C61	2003_C61Z	Neurologische und vaskuläre Erkrankungen des Auges	C61Z	M
2003	2	C62	2003_C62Z	Hyphäma und konservativ behandelte Augenverletzungen	C62Z	M
2003	2	C63	2003_C63A	Andere Erkrankungen des Auges mit CC	C63A	M
2003	2	C63	2003_C63B	Andere Erkrankungen des Auges ohne CC	C63B	M
2003	3	D01	2003_D01Z	Kochleaimplantat	D01Z	O
2003	3	D02	2003_D02A	Eingriffe an Kopf und Hals mit CC	D02A	O
2003	3	D02	2003_D02B	Eingriffe an Kopf und Hals ohne CC	D02B	O
2003	3	D03	2003_D03Z	Operative Korrektur einer Lippen-Kiefer-Gaumen-Spalte	D03Z	O
2003	3	D04	2003_D04A	Operationen am Oberkiefer mit CC	D04A	O
2003	3	D04	2003_D04B	Operationen am Oberkiefer ohne CC	D04B	O
2003	3	D05	2003_D05Z	Sialadenektomie	D05Z	O
2003	3	D06	2003_D06Z	Eingriffe an Nasennebenhöhlen, Mastoid und komplexe Eingriffe am Mittelohr	D06Z	O
2003	3	D07	2003_D07Z	Eingriffe an den Speicheldrüsen außer Sialadenektomie	D07Z	O
2003	3	D08	2003_D08Z	Eingriffe an Mundhöhle und Mund	D08Z	O
2003	3	D09	2003_D09Z	Verschiedene Eingriffe im HNO-Bereich	D09Z	O
2003	3	D10	2003_D10Z	Rhinoplastik (mit oder ohne Turbinektomie)	D10Z	O
2003	3	D11	2003_D11Z	Tonsillektomie oder Adenotomie	D11Z	O
2003	3	D12	2003_D12Z	Andere Eingriffe im HNO-Bereich	D12Z	O
2003	3	D13	2003_D13Z	Parazentese (Myringotomie) mit Einlegen eines Paukenröhrchens	D13Z	O
2003	3	D40	2003_D40Z	Zahnextraktion und -wiederherstellung	D40Z	A
2003	3	D60	2003_D60A	Bösartige Neubildungen im HNO-Bereich mit äußerst schweren oder schweren CC	D60A	M
2003	3	D60	2003_D60B	Bösartige Neubildungen im HNO-Bereich ohne äußerst schwere oder schwere CC	D60B	M
2003	3	D61	2003_D61Z	Gleichgewichtsstörungen (Schwindel)	D61Z	M
2003	3	D62	2003_D62Z	Epistaxis	D62Z	M
2003	3	D63	2003_D63A	Otitis media und Infektionen der oberen Atemwege mit CC	D63A	M
2003	3	D63	2003_D63B	Otitis media und Infektionen der oberen Atemwege ohne CC	D63B	M
2003	3	D64	2003_D64Z	Laryngotracheitis und Epiglottitis	D64Z	M
2003	3	D65	2003_D65Z	Verletzung und Deformität der Nase	D65Z	M
2003	3	D66	2003_D66A	Andere Krankheiten im HNO-Bereich mit CC	D66A	M
2003	3	D66	2003_D66B	Andere Krankheiten im HNO-Bereich ohne CC	D66B	M
2003	3	D67	2003_D67Z	Erkrankungen der Zähne und der Mundhöhle außer Zahnextraktion und -wiederherstellung	D67Z	M
2003	4	E01	2003_E01A	Große Eingriffe am Thorax mit äußerst schweren CC	E01A	O
2003	4	E01	2003_E01B	Große Eingriffe am Thorax ohne äußerst schwere CC	E01B	O
2003	4	E02	2003_E02A	Andere OR-Prozeduren an den Atmungsorganen mit äußerst schweren CC	E02A	O
2003	4	E02	2003_E02B	Andere OR-Prozeduren an den Atmungsorganen mit schweren CC	E02B	O
2003	4	E02	2003_E02C	Andere OR-Prozeduren an den Atmungsorganen ohne äußerst schwere oder schwere CC	E02C	O
2003	4	E40	2003_E40Z	Krankheit der Atmungsorgane mit maschineller Beatmung	E40Z	A
2003	4	E60	2003_E60A	Zystische Fibrose (Mukoviszidose) mit äußerst schweren oder schweren CC	E60A	M
2003	4	E60	2003_E60B	Zystische Fibrose (Mukoviszidose) ohne äußerst schwere oder schwere CC	E60B	M
2003	4	E61	2003_E61A	Lungenembolie mit äußerst schweren oder schweren CC	E61A	M
2003	4	E61	2003_E61B	Lungenembolie ohne äußerst schwere oder schwere CC	E61B	M
2003	4	E62	2003_E62A	Infektionen und Entzündungen der Atmungsorgane mit äußerst schweren CC	E62A	M
2003	4	E62	2003_E62B	Infektionen und Entzündungen der Atmungsorgane mit schweren oder mäßig schweren CC	E62B	M
2003	4	E62	2003_E62C	Infektionen und Entzündungen der Atmungsorgane ohne CC	E62C	M
2003	4	E63	2003_E63Z	Schlafapnoesyndrom	E63Z	M
2003	4	E64	2003_E64Z	Lungenödem und respiratorische Insuffizienz	E64Z	M
2003	4	E65	2003_E65A	Chronisch-obstruktive Atemwegserkrankung mit äußerst schweren oder schweren CC	E65A	M
2003	4	E65	2003_E65B	Chronisch-obstruktive Atemwegserkrankung ohne äußerst schwere oder schwere CC	E65B	M
2003	4	E66	2003_E66A	Schweres Thoraxtrauma, Alter > 69 Jahre mit CC	E66A	M
2003	4	E66	2003_E66B	Schweres Thoraxtrauma, Alter < 70 Jahre mit CC oder Alter > 69 Jahre ohne CC	E66B	M
2003	4	E66	2003_E66C	Schweres Thoraxtrauma, Alter < 70 Jahre ohne CC	E66C	M
2003	4	E67	2003_E67A	Beschwerden und Symptome der Atmung mit äußerst schweren oder schweren CC	E67A	M
2003	4	E67	2003_E67B	Beschwerden und Symptome der Atmung, Alter < 3 Jahre ohne äußerst schwere oder schwere CC	E67B	M
2003	4	E67	2003_E67C	Beschwerden und Symptome der Atmung, Alter > 2 Jahre ohne äußerst schwere oder schwere CC	E67C	M
2003	4	E68	2003_E68Z	Pneumothorax	E68Z	M
2003	4	E69	2003_E69A	Bronchitis und Asthma bronchiale, Alter > 49 Jahre mit CC	E69A	M
2003	4	E69	2003_E69B	Bronchitis und Asthma bronchiale, Alter < 50 Jahre mit CC oder Alter > 49 Jahre ohne CC	E69B	M
2003	4	E69	2003_E69C	Bronchitis und Asthma bronchiale, Alter < 50 Jahre ohne CC	E69C	M
2003	4	E70	2003_E70A	Keuchhusten und akute Bronchiolitis mit äußerst schweren oder schweren CC	E70A	M
2003	FE	901	2003_901Z	Ausgedehnte OR-Prozedur ohne Bezug zur Hauptdiagnose	901Z	O
2003	FE	902	2003_902Z	Nicht ausgedehnte OR-Prozedur ohne Bezug zur Hauptdiagnose	902Z	O
2003	FE	903	2003_903Z	OR-Prozedur an der Prostata ohne Bezug zur Hauptdiagnose	903Z	O
2003	FE	960	2003_960Z	Nicht gruppierbar	960Z	M
2003	FE	961	2003_961Z	Unzulässige Hauptdiagnose	961Z	M
2003	FE	962	2003_962Z	Unzulässige geburtshilfliche Diagnosekombination	962Z	M
2003	FE	963	2003_963Z	Neonatale Diagnose unvereinbar mit Alter oder Gewicht	963Z	M
2003	PR	A01	2003_A01Z	Lebertransplantation	A01Z	O
2003	PR	A02	2003_A02Z	Multiorgantransplantation	A02Z	O
2003	PR	A03	2003_A03Z	Lungentransplantation	A03Z	O
2003	PR	A04	2003_A04Z	Knochenmarktransplantation	A04Z	O
2003	PR	A05	2003_A05Z	Herztransplantation	A05Z	O
2003	PR	A06	2003_A06Z	Langzeitbeatmung 11 Tage und mehr, jedes Alter, jeder Zustand	A06Z	O
2003	PR	A07	2003_A07Z	Tracheostomie und/oder Langzeitbeatmung > 95 Stunden bis < 11 Tage, jedes Alter, jeder Zustand	A07Z	O
2003	PR	A40	2003_A40Z	Extrakorporale Membranoxygenation (ECMO) ohne herzchirurgischen Eingriff	A40Z	A
2003	PR	A41	2003_A41Z	Intubation, Alter < 16 Jahre	A41Z	A
2003	1	B01	2003_B01Z	Revision eines Ventrikelshuntes ohne weitere OR-Prozeduren	B01Z	O
2003	1	B02	2003_B02A	Kraniotomie mit äußerst schweren CC	B02A	O
2003	1	B02	2003_B02B	Kraniotomie mit schweren oder mäßig schweren CC	B02B	O
2003	1	B02	2003_B02C	Kraniotomie ohne CC	B02C	O
2003	1	B03	2003_B03A	Eingriffe an Wirbelsäule und Rückenmark mit äußerst schweren oder schweren CC	B03A	O
2003	1	B03	2003_B03B	Eingriffe an Wirbelsäule und Rückenmark ohne äußerst schwere oder schwere CC	B03B	O
2003	1	B04	2003_B04A	Eingriffe an den extrakraniellen Gefäßen mit äußerst schweren oder schweren CC	B04A	O
2003	1	B04	2003_B04B	Eingriffe an den extrakraniellen Gefäßen ohne äußerst schwere oder schwere CC	B04B	O
2003	1	B05	2003_B05Z	Dekompression bei Karpaltunnelsyndrom	B05Z	O
2003	1	B06	2003_B06A	Eingriffe bei zerebraler Lähmung, Muskeldystrophie oder Neuropathie mit äußerst schweren oder schweren CC, Alter < 18 Jahre	B06A	O
2003	1	B06	2003_B06B	Eingriffe bei zerebraler Lähmung, Muskeldystrophie oder Neuropathie ohne äußerst schwere oder schwere CC, Alter < 18 Jahre	B06B	O
2003	1	B07	2003_B07A	Eingriffe an peripheren Nerven, Hirnnerven und anderen Teilen des Nervensystems mit CC	B07A	O
2003	1	B07	2003_B07B	Eingriffe an peripheren Nerven, Hirnnerven und anderen Teilen des Nervensystems ohne CC	B07B	O
2003	4	E70	2003_E70B	Keuchhusten und akute Bronchiolitis ohne äußerst schwere oder schwere CC	E70B	M
2003	4	E71	2003_E71A	Neubildungen der Atmungsorgane mit CC	E71A	M
2003	4	E71	2003_E71B	Neubildungen der Atmungsorgane ohne CC	E71B	M
2003	4	E72	2003_E72Z	Störungen der Atmung mit Ursache in der Neonatalperiode	E72Z	M
2003	4	E73	2003_E73A	Pleuraerguss mit äußerst schweren CC	E73A	M
2003	4	E73	2003_E73B	Pleuraerguss mit schweren CC	E73B	M
2003	4	E73	2003_E73C	Pleuraerguss ohne äußerst schwere oder schwere CC	E73C	M
2003	4	E74	2003_E74A	Interstitielle Lungenerkrankung, Alter > 64 Jahre mit äußerst schweren oder schweren CC	E74A	M
2003	4	E74	2003_E74B	Interstitielle Lungenerkrankung, Alter < 65 Jahre mit äußerst schweren oder schweren CC oder Alter > 64 Jahre ohne äußerst schwere oder schwere CC	E74B	M
2003	4	E74	2003_E74C	Interstitielle Lungenerkrankung, Alter < 65 Jahre ohne äußerst schwere oder schwere CC	E74C	M
2003	4	E75	2003_E75A	Andere Krankheiten der Atmungsorgane, Alter > 64 Jahre mit CC	E75A	M
2003	4	E75	2003_E75B	Andere Krankheiten der Atmungsorgane, Alter < 65 Jahre mit CC oder Alter > 64 Jahre ohne CC	E75B	M
2003	4	E75	2003_E75C	Andere Krankheiten der Atmungsorgane, Alter < 65 Jahre ohne CC	E75C	M
2003	5	F01	2003_F01Z	Implantation oder Wechsel eines Kardioverters/Defibrillators (AICD), komplettes System	F01Z	O
2003	5	F02	2003_F02Z	Implantation oder Wechsel von Komponenten eines Kardioverters/Defibrillators (AICD)	F02Z	O
2003	5	F03	2003_F03Z	Herzklappeneingriff mit Herz-Lungen-Maschine mit invasiver kardiologischer Diagnostik	F03Z	O
2003	5	F04	2003_F04A	Herzklappeneingriff mit Herz-Lungen-Maschine ohne invasive kardiologische Diagnostik, mit äußerst schweren oder schweren CC oder komplizierendem Eingriff	F04A	O
2003	5	F04	2003_F04B	Herzklappeneingriff mit Herz-Lungen-Maschine ohne invasive kardiologische Diagnostik, ohne äußerst schwere oder schwere CC oder komplizierenden Eingriff	F04B	O
2003	5	F05	2003_F05A	Koronare Bypass-Operation mit invasiver kardiologischer Diagnostik, mit äußerst schweren CC oder komplizierendem Eingriff	F05A	O
2003	5	F05	2003_F05B	Koronare Bypass-Operation mit invasiver kardiologischer Diagnostik, ohne äußerst schwere CC oder komplizierenden Eingriff	F05B	O
2003	5	F06	2003_F06A	Koronare Bypass-Operation ohne invasive kardiologische Diagnostik, mit äußerst schweren oder schweren CC oder komplizierendem Eingriff	F06A	O
2003	5	F06	2003_F06B	Koronare Bypass-Operation ohne invasive kardiologische Diagnostik, ohne äußerst schwere oder schwere CC oder komplizierenden Eingriff	F06B	O
2003	5	F07	2003_F07Z	Andere kardiothorakale oder Gefäßeingriffe mit Herz-Lungen-Maschine	F07Z	O
2003	5	F08	2003_F08A	Große rekonstruktive Gefäßeingriffe ohne Herz-Lungen-Maschine, mit äußerst schweren CC	F08A	O
2003	5	F08	2003_F08B	Große rekonstruktive Gefäßeingriffe ohne Herz-Lungen-Maschine, ohne äußerst schwere CC	F08B	O
2003	5	F09	2003_F09Z	Andere kardiothorakale Eingriffe ohne Herz-Lungen-Maschine	F09Z	O
2003	5	F10	2003_F10Z	Perkutane Koronarangioplastie bei akutem Myokardinfarkt	F10Z	O
2003	5	F11	2003_F11A	Amputation bei Kreislauferkrankungen außer obere Extremität und Zehen mit äußerst schweren CC	F11A	O
2003	5	F11	2003_F11B	Amputation bei Kreislauferkrankungen außer obere Extremität und Zehen ohne äußerst schwere CC	F11B	O
2003	5	F12	2003_F12Z	Implantation eines Herzschrittmachers	F12Z	O
2003	5	F13	2003_F13Z	Amputation an oberer Extremität und Zehen bei Kreislauferkrankungen	F13Z	O
2003	5	F14	2003_F14A	Gefäßeingriffe außer große rekonstruktive Eingriffe ohne Herz-Lungen-Maschine, mit äußerst schweren CC	F14A	O
2003	5	F14	2003_F14B	Gefäßeingriffe außer große rekonstruktive Eingriffe ohne Herz-Lungen-Maschine, mit schweren CC	F14B	O
2003	5	F14	2003_F14C	Gefäßeingriffe außer große rekonstruktive Eingriffe ohne Herz-Lungen-Maschine, ohne äußerst schwere oder schwere CC	F14C	O
2003	5	F15	2003_F15Z	Perkutane Koronarangioplastie außer bei akutem Myokardinfarkt mit Stentimplantation	F15Z	O
2003	5	F16	2003_F16Z	Perkutane Koronarangioplastie außer bei akutem Myokardinfarkt ohne Stentimplantation	F16Z	O
2003	5	F17	2003_F17Z	Wechsel eines Herzschrittmachers	F17Z	O
2003	5	F18	2003_F18Z	Revision eines Herzschrittmachers ohne Aggregatwechsel	F18Z	O
2003	5	F19	2003_F19Z	Andere perkutan-transluminale Intervention am Herzen	F19Z	O
2003	5	F20	2003_F20Z	Unterbindung und Stripping von Venen	F20Z	O
2003	5	F21	2003_F21A	Andere OR-Prozeduren am Kreislaufsystem mit äußerst schweren CC oder Alter > 64 Jahre ohne äußerst schwere CC	F21A	O
2003	5	F21	2003_F21B	Andere OR-Prozeduren am Kreislaufsystem, Alter < 65 Jahre ohne äußerst schwere CC	F21B	O
2003	5	F40	2003_F40Z	Kreislaufkrankheit mit maschineller Beatmung	F40Z	A
2003	5	F41	2003_F41A	Kreislauferkrankungen mit akutem Myokardinfarkt, mit invasiver kardiologischer Diagnostik, mit äußerst schweren oder schweren CC	F41A	A
2003	5	F41	2003_F41B	Kreislauferkrankungen mit akutem Myokardinfarkt, mit invasiver kardiologischer Diagnostik, ohne äußerst schwere oder schwere CC	F41B	A
2003	5	F42	2003_F42A	Kreislauferkrankungen ohne akuten Myokardinfarkt, mit invasiver kardiologischer Diagnostik, mit komplexer Diagnose/Prozedur	F42A	A
2003	7	H42	2003_H42B	Andere therapeutische ERCP ohne äußerst schwere oder schwere CC	H42B	A
2003	7	H60	2003_H60A	Leberzirrhose und alkoholische Hepatitis mit äußerst schweren CC	H60A	M
2003	7	H60	2003_H60B	Leberzirrhose und alkoholische Hepatitis mit schweren CC	H60B	M
2003	7	H60	2003_H60C	Leberzirrhose und alkoholische Hepatitis ohne CC	H60C	M
2003	7	H61	2003_H61A	Bösartige Neubildung an hepatobiliärem System und Pankreas, Alter > 69 Jahre mit äußerst schweren oder schweren CC	H61A	M
2003	7	H61	2003_H61B	Bösartige Neubildung an hepatobiliärem System und Pankreas, Alter < 70 Jahre mit äußerst schweren oder schweren CC oder Alter > 69 Jahre ohne äußerst schwere oder schwere CC	H61B	M
2003	7	H61	2003_H61C	Bösartige Neubildung an hepatobiliärem System und Pankreas, Alter < 70 Jahre ohne äußerst schwere oder schwere CC	H61C	M
2003	7	H62	2003_H62A	Erkrankungen des Pankreas außer bösartige Neubildung mit äußerst schweren oder schweren CC	H62A	M
2003	7	H62	2003_H62B	Erkrankungen des Pankreas außer bösartige Neubildung ohne äußerst schwere oder schwere CC	H62B	M
2003	7	H63	2003_H63A	Erkrankungen der Leber außer bösartige Neubildung, Leberzirrhose oder alkoholische Hepatitis mit äußerst schweren oder schweren CC	H63A	M
2003	7	H63	2003_H63B	Erkrankungen der Leber außer bösartige Neubildung, Leberzirrhose oder alkoholische Hepatitis ohne äußerst schwere oder schwere CC	H63B	M
2003	7	H64	2003_H64A	Erkrankungen von Gallenblase und Gallenwegen mit CC	H64A	M
2003	7	H64	2003_H64B	Erkrankungen von Gallenblase und Gallenwegen ohne CC	H64B	M
2003	8	I01	2003_I01Z	Beidseitige Eingriffe oder mehrere große Eingriffe an Gelenken der unteren Extremität	I01Z	O
2003	8	I02	2003_I02A	Gewebetransplantation mit mikrovaskulärer Anastomosierung oder Hauttransplantation mit äußerst schweren oder schweren CC außer an der Hand	I02A	O
2003	8	I02	2003_I02B	Hauttransplantation ohne äußerst schwere oder schwere CC außer an der Hand	I02B	O
2003	8	I03	2003_I03A	Revision am Hüftgelenk mit äußerst schweren oder schweren CC	I03A	O
2003	8	I03	2003_I03B	Ersatz des Hüftgelenkes mit äußerst schweren oder schweren CC oder Revision am Hüftgelenk ohne äußerst schwere oder schwere CC	I03B	O
2003	8	I03	2003_I03C	Ersatz des Hüftgelenkes ohne äußerst schwere oder schwere CC	I03C	O
2003	8	I04	2003_I04A	Ersatz des Kniegelenkes und Replantation am Kniegelenk mit äußerst schweren CC	I04A	O
2003	8	I04	2003_I04B	Ersatz des Kniegelenkes und Replantation am Kniegelenk ohne äußerst schwere CC	I04B	O
2003	8	I05	2003_I05Z	Anderer großer Gelenkersatz und Replantation an den Extremitäten	I05Z	O
2003	8	I06	2003_I06Z	Wirbelkörperfusion bei Wirbelsäulendeformität	I06Z	O
2003	8	I07	2003_I07Z	Amputation	I07Z	O
2003	8	I08	2003_I08A	Andere Eingriffe an Hüftgelenk und Femur mit äußerst schweren oder schweren CC	I08A	O
2003	8	I08	2003_I08B	Andere Eingriffe an Hüftgelenk und Femur, Alter > 54 Jahre ohne äußerst schwere oder schwere CC	I08B	O
2003	8	I08	2003_I08C	Andere Eingriffe an Hüftgelenk und Femur, Alter < 55 Jahre ohne äußerst schwere oder schwere CC	I08C	O
2003	8	I09	2003_I09A	Wirbelkörperfusion mit äußerst schweren oder schweren CC	I09A	O
2003	8	I09	2003_I09B	Wirbelkörperfusion ohne äußerst schwere oder schwere CC	I09B	O
2003	8	I10	2003_I10A	Andere Eingriffe an der Wirbelsäule mit äußerst schweren oder schweren CC	I10A	O
2003	8	I10	2003_I10B	Andere Eingriffe an der Wirbelsäule ohne äußerst schwere oder schwere CC	I10B	O
2003	8	I11	2003_I11Z	Eingriffe zur Verlängerung einer Extremität	I11Z	O
2003	8	I12	2003_I12A	Knochen- und Gelenkinfektion/-entzündung mit verschiedenen Eingriffen an Muskel-Skelett-System und Bindegewebe, mit äußerst schweren CC	I12A	O
2003	8	I12	2003_I12B	Knochen- und Gelenkinfektion/-entzündung mit verschiedenen Eingriffen an Muskel-Skelett-System und Bindegewebe, mit schweren CC	I12B	O
2003	8	I12	2003_I12C	Knochen- und Gelenkinfektion/-entzündung mit verschiedenen Eingriffen an Muskel-Skelett-System und Bindegewebe, ohne äußerst schwere oder schwere CC	I12C	O
2003	8	I13	2003_I13A	Eingriffe an Humerus, Tibia, Fibula und Sprunggelenk mit äußerst schweren oder schweren CC	I13A	O
2003	8	I13	2003_I13B	Eingriffe an Humerus, Tibia, Fibula und Sprunggelenk, Alter > 59 Jahre ohne äußerst schwere oder schwere CC	I13B	O
2003	8	I13	2003_I13C	Eingriffe an Humerus, Tibia, Fibula und Sprunggelenk, Alter < 60 Jahre ohne äußerst schwere oder schwere CC	I13C	O
2003	8	I14	2003_I14Z	Revision eines Amputationsstumpfes	I14Z	O
2003	8	I15	2003_I15Z	Operationen am Hirn- und Gesichtsschädel	I15Z	O
2003	8	I16	2003_I16Z	Andere Eingriffe am Schultergelenk	I16Z	O
2003	8	I17	2003_I17Z	Operationen am Gesichtsschädel	I17Z	O
2003	8	I18	2003_I18Z	Eingriffe am Kniegelenk	I18Z	O
2003	8	I19	2003_I19Z	Andere Eingriffe an Ellenbogengelenk oder Unterarm	I19Z	O
2003	5	F42	2003_F42B	Kreislauferkrankungen ohne akuten Myokardinfarkt, mit invasiver kardiologischer Diagnostik, ohne komplexe Diagnose/Prozedur	F42B	A
2003	5	F60	2003_F60A	Kreislauferkrankungen mit akutem Myokardinfarkt, ohne invasive kardiologische Diagnostik, mit äußerst schweren oder schweren CC	F60A	M
2003	5	F60	2003_F60B	Kreislauferkrankungen mit akutem Myokardinfarkt, ohne invasive kardiologische Diagnostik, ohne äußerst schwere oder schwere CC	F60B	M
2003	5	F60	2003_F60C	Kreislauferkrankungen mit akutem Myokardinfarkt, ohne invasive kardiologische Diagnostik, verstorben	F60C	M
2003	5	F61	2003_F61Z	Infektiöse Endokarditis	F61Z	M
2003	5	F62	2003_F62A	Herzinsuffizienz und Schock mit äußerst schweren CC	F62A	M
2003	5	F62	2003_F62B	Herzinsuffizienz und Schock ohne äußerst schwere CC	F62B	M
2003	5	F63	2003_F63A	Venenthrombose mit äußerst schweren oder schweren CC	F63A	M
2003	5	F63	2003_F63B	Venenthrombose ohne äußerst schwere oder schwere CC	F63B	M
2003	5	F64	2003_F64Z	Hautulkus bei Kreislauferkrankungen	F64Z	M
2003	5	F65	2003_F65A	Periphere Gefäßkrankheiten mit äußerst schweren oder schweren CC	F65A	M
2003	5	F65	2003_F65B	Periphere Gefäßkrankheiten ohne äußerst schwere oder schwere CC	F65B	M
2003	5	F66	2003_F66A	Koronararteriosklerose mit CC	F66A	M
2003	5	F66	2003_F66B	Koronararteriosklerose ohne CC	F66B	M
2003	5	F67	2003_F67A	Hypertonie mit CC	F67A	M
2003	5	F67	2003_F67B	Hypertonie ohne CC	F67B	M
2003	5	F68	2003_F68Z	Angeborene Herzkrankheit	F68Z	M
2003	5	F69	2003_F69A	Herzklappenerkrankungen mit äußerst schweren oder schweren CC	F69A	M
2003	5	F69	2003_F69B	Herzklappenerkrankungen ohne äußerst schwere oder schwere CC	F69B	M
2003	5	F70	2003_F70A	Schwere Arrhythmie und Herzstillstand mit äußerst schweren oder schweren CC	F70A	M
2003	5	F70	2003_F70B	Schwere Arrhythmie und Herzstillstand ohne äußerst schwere oder schwere CC	F70B	M
2003	5	F71	2003_F71A	Nicht schwere kardiale Arrhythmie und Erregungsleitungsstörungen mit äußerst schweren oder schweren CC	F71A	M
